"id","sentiment","review"
78,8,"Þetta var snilld. Mjög fyndin mynd - náttúrulega aðallega bull, vitleysa og stoner húmor... mörg sprenghlægileg atriði. Síðan var svona inn á milli smá ádeila á Bandaríkin, hvernig þeir fara með grunaða, fordóma, o.s.frv... Góð keyrsla í þessu - varla dauður punktur. Ó, já, síðan var <a href=""http://iam.officialstation.com/post/34843375"">The Square Root of Three</a> ljóðið alveg magnað :)"
79,10,"Brillíant mynd! Maður hefur verið að horfa á sketsa á netinu frá The Lonely Island gaurunum undanfarin ár þannig að ég bjóst nú við nokkuð fyndinni mynd - en þetta sló allt út, margfalt fyndnari en ég bjóst við. Ég man ekki eftir því að bókstaflega grenja af hlátri svona oft yfir einni mynd - maður var stundum alveg í krampakasti :) Alveg magnað hvað svona random vitleysa (svipað og í Family Guy) getur verið fyndin - fáránlega súr sum atriðin, en samt ótrúlega fyndin. Ein besta grínmynd sem ég hef séð nýlega."
80,7,"Fínasta ævintýramynd. Svolítið ótrúleg á köflum en það er náttúrulega bara partur af öllum góðum ævintýramyndum :) Söguþráðurinn kom mér svolítið á óvart... eitthvað sem ég bjóst ekki alveg við í Indiana Jones mynd - en áhugavert plot samt sem áður. Harrison Ford stóð sig bara ágætlega - ekkert áberandi að hann er 65 ára í alls konar fimleikum. En tæknibrellurnar - vá! Sum atriðin voru alveg mögnuð og maður gat alls ekki séð að þetta væri teiknað í tölvu - þeir kunna þetta hjá Industrial Light &amp; Magic."
81,6,"&#222;essi mynd er alveg virkilega s&#250;r - bull alveg &#237; gegn. En nokku&#240; fyndin - fullt af g&#243;&#240;um br&#246;ndurum og fyndnum atri&#240;um. S&#237;&#240;an voru m&#246;rg atri&#240;i sem meiku&#240;u engan sens - random rugl &#40;en gekk ekki alveg eins vel og &#237; Hot Rod a&#240; vera fyndi&#240;&#41;. J&#225;&#44; s.s. mj&#246;g steikt mynd - fyndin&#44; en ekki besta Adam Sandler mynd sem &#233;g hef s&#233;&#240;."
82,7,"K&#250;l mynd&#44; f&#237;nasta action mynd - a&#240; vissu leyti t&#253;p&#237;sk action mynd&#59; vondi kall&#44; g&#243;&#240;i kall&#44; eltingaleikur&#44; byssur&#44; sprengingar&#44; o.s.frv... S&#237;&#240;an kom endirinn svol&#237;ti&#240; &#225; &#243;vart - greinilega veri&#240; a&#240; gefa til kynna a&#240; &#254;a&#240; ver&#240;i einhvers konar framhald... og &#254;a&#240; g&#230;ti or&#240;i&#240; mj&#246;g &#225;hugavert framhald &#59;&#41;"
83,8,"Að vissu leyti formúlukennd action mynd - en hver fílar ekki byssur, ofbeldi, bílaeltingaleiki, sprengingar og síðast en ekki síst Angelina Jolie? Þetta var alla vega alveg að virka fyrir mig - kúl stöff. Síðan er hún líka mjög fyndin á köflum - þá aðallega hversu óraunveruleg hún getur verið ;) Kúl special effects - t.d. nokkur töff bíla trikk sem maður hefur ekki séð áður :) Eins og með margar action myndir sem keyra áfram með byssubardögum og dúndrandi rokktónlist þá er alveg óþarfa að spá of mikið í söguþræðinum."
84,7,"Mj&#246;g fyndin teiknimynd - Jack Black klikkar ekki... p&#246;ndu karakterinn var alveg sni&#240;inn a&#240; honum. Myndin leit l&#237;ka mj&#246;g vel &#250;t - m&#246;rg k&#250;l action atri&#240;i... t&#246;ff close-up&#44; freeze-frame camera-turn effecta-ar &#40;e&#240;a hva&#240; sem ma&#240;ur &#225; a&#240; kalla svona Matrix st&#237;l&#41; og bara v&#246;ndu&#240; mynd. Kemur alltaf skemmtilega &#225; &#243;vart hva&#240; ma&#240;ur hefur &#237; rauninni gaman af b&#237;&#243;myndum sem eru ""bara"" teiknimyndir."
85,7,"Kúl action mynd - nóg af töff sprengingum og byssubardögum. Opnunar/titil-senan (e. opening credit sequence) var virkilega flott - kúl typography effect-ar í gangi (minnti mig örlítið á <a href=""http://iam.officialstation.com/post/22195676/pulp-caption-t-ff-dialog-r-t-ff-mynd-og-etta"">Pulp Caption</a> video-ið). Líka áhugavert að fræðast aðeins um tengslin milli Bandaríkjanna og Sádí-Arabíu."
86,6,"Virkilega flott og fyndin action mynd. Johann Krauss &#40;sem Seth MacFarlane tala&#240;i fyrir&#41; var eiginlega besti karakterinn - alla vega fyndnasti. Leikur og s&#246;gu&#254;r&#225;&#240;ur voru kannski ekki &#237; h&#230;sta klassa en &#254;a&#240; skemmdi ekki fyrir. Guillermo del Toro kann a&#240; gera flottar myndir og hann er miki&#240; fyrir skringilegar verur - kemur alltaf vel &#250;t hj&#225; honum. T&#230;knibrellurnar voru virkilega vel ger&#240;ar - mj&#246;g raunverulegar&#44; ma&#240;ur er eiginlega ekki alveg viss hva&#240; er t&#246;lvuteikna&#240; og hva&#240; er b&#250;ningar og svi&#240;sh&#246;nnun."
87,6,"Fínasta sumar action mynd - með fullt af tæknibrellum, sprengingum og öllu því sem við má búast í Will Smith kvikmynd. Smá plot-twist sem kom manni á óvart... Reyndar eitt og annað sem kom manni einkennilega fyrir sjónir, en það er óþarfi að vera velta því of mikið fyrir sér yfir svona léttmeti ;) Gaman að sjá Jason Bateman í fleiri og fleiri stórum kvikmyndum - síðan er víst verið að lofa manni Arrested Development mynd, get ekki beðið. -- <strong>já, eitt í viðbót:</strong> Í Hancock var alveg nokkrum sinnum nefnt YouTube, vefsíðan sýnd og síðan video frá YouTube sýnd í fullscreen með alveg huge YouTube lógó í horninu. Þeir töluðu líka nokkrum sinnum um YouTube í Hellboy 2... Google eru greinilega svolítið fyrir product placement í bíómyndum - t.d. í myndinni Crank var notað Google Earth til að sýna svona satellite skot og Google Earth lógóið var svona sæmilega áberandi."
88,6,"Nokkuð kúl frönsk action mynd - alveg nokkur atriði byggð á <a href=""http://en.wikipedia.org/wiki/Parkour"">Parkour</a> sem er frekar magnað fyrirbæri... Þeir fengu meira að segja David Belle, sem fann upp á Parkour, til að leika eitt aðalhlutverkið."
89,9,"M&#246;gnu&#240; mynd - virkilega flott&#44; ge&#240;veik myndataka og action atri&#240;in voru n&#225;tt&#250;rulega rosaleg. Allt mj&#246;g vanda&#240; - mj&#246;g flott ""&#225;fer&#240;"" &#225; myndinni. Svipa&#240; og &#237; Batman Begins &#254;&#225; voru kv&#246;ld/n&#230;tur atri&#240;in mj&#246;g drungaleg - skapa&#240;i svol&#237;ti&#240; s&#233;rstaka stemmningu... Myndin var l&#237;ka skuggalega fyndin inn &#225; milli - &#254;&#225; a&#240;allega &#254;egar Joker-inn &#225;tti &#237; hlut&#44; enda vi&#240;eigandi. Heath Ledger st&#243;&#240; sig mj&#246;g vel - n&#225;&#240;i a&#240; gera Joker-inn &#40;b&#243;kstaflega&#41; einn ge&#240;veikasta karakter sem ma&#240;ur hefur s&#233;&#240; &#225; hv&#237;ta tjaldinu&#44; k&#230;mi alls ekkert &#225; &#243;vart a&#240; hann myndi f&#225; &#211;skarinn. Ma&#240;ur hef&#240;i alveg veri&#240; til &#237; a&#240; sj&#225; hann &#225;fram &#237; fleiri Batman myndum... Ver&#240;ur spennandi a&#240; sj&#225; hvort &#254;eir haldi &#225;fram og b&#250;i til &#254;ri&#240;ju myndina &#237; &#254;essari endurl&#237;fgu&#240;u Batman ser&#237;u - og mi&#240;a&#240; vi&#240; a&#240; The Dark Knight er a&#240; sl&#225; hvert meti&#240; &#225; f&#230;tur &#246;&#240;ru &#254;&#225; eru frekar miklar l&#237;kur &#225; &#254;v&#237;. Frekar l&#246;ng mynd&#44; en virtist samt ekki vera &#254;a&#240; - endalaus bardagi fram og til baka &#225; milli g&#243;&#240;s og ills. Gaman a&#240; sj&#225; William Fichtner &#254;arna &#237; sm&#225; hlutverki..."
90,6,"...eða Night Watch eins og það er víst búið að þýða hana yfir á engilsaxneskuna. Nokkuð kúl mynd en frekar skrítin... stundum var ekki alveg consistency og eini tilgangurinn með sumum atriðum virtist vera bara til að geta gert eitthvað kúl (eða svona hluti af þeim). Dúndrandi rokk tónlist, freeze-frame, slow motion og öll helstu action-mynda trikkin - en nokkuð flott. Fullt af funky special effects. Sumir karakterarnir frekar skrítnir og síðan var söguþráðurinn líka skrítinn/ruglingslegur á köflum."
91,8,"Virkilega g&#243;&#240; mynd - Pixar kann svo sannarlega a&#240; b&#250;a til t&#246;lvuteiknimyndir sem h&#246;f&#240;a til ungra sem aldna. Reyndar voru hlutar af myndinni svo raunverulegir a&#240; manni fannst ma&#240;ur eiginlega ekki vera horfa &#225; teiknimynd - h&#250;n var virkilega flott &#237; alla sta&#240;i. Sagan var mj&#246;g g&#243;&#240; og nokku&#240; fyndin. S&#237;&#240;an var &#254;etta sm&#225; &#225;deilumynd &#254;ar sem &#254;a&#240; var svol&#237;ti&#240; veri&#240; a&#240; gagnr&#253;na efnishyggju&#44; leti&#44; o.s.frv. Wall-E er kl&#225;rlega ein besta t&#246;lvuteiknimynd sem &#233;g hef s&#233;&#240;. Skemmtilegt a&#240; sj&#225; &#225; IMDb s&#237;&#240;unni a&#240; &#254;eir notu&#240;u text-to-speech forrit sem fylgir me&#240; Apple t&#246;lvum til a&#240; tala fyrir einn karakterinn."
92,6,"Eins og fyrri myndin &#40;Night Watch&#41; &#254;&#225; er Day Watch svona frekar skr&#237;tin - &#254;a&#240; er kannski bara r&#250;ssnesk menning sem ma&#240;ur er ekki alveg a&#240; tengja vi&#240;... En h&#250;n er mj&#246;g flott&#44; greinilega settur t&#246;luver&#240;ur peningur &#237; &#254;essa - t&#230;knibrellur og svi&#240;sh&#246;nnun mj&#246;g flott ..og &#254;a&#240; var alveg n&#243;g af t&#230;knibrellum. T&#243;nlistin var stundum svol&#237;ti&#240; &#243;vi&#240;eigandi&#44; skar sig svol&#237;ti&#240; &#250;r - m&#233;r finnst a&#240; kvikmyndat&#243;nlist eigi a&#240; passa mj&#246;g vel vi&#240; atri&#240;i&#240;&#44; stemmninguna og &#254;a&#240; sem er a&#240; gerast. En &#254;etta er &#225;g&#230;t &#230;vint&#253;ramynd - urban fantasy eins og handritsh&#246;fundurinn kallar &#254;etta."
93,7,"Mj&#246;g fyndin mynd. Steve Carell klikkar ekki... Fullt af f&#237;num leikurum. K&#250;l action atri&#240;i. G&#243;&#240; skemmtun."
94,8,"Fáránleg og fyndin mynd. Fáránlega fyndin mynd - ekta Ben Stiller og Jack Black húmor. Síðan er Robert Downey Jr. að slá í gegn eins og svo oft áður. Trailer-arnir á undan myndinni eru líka brillíant. Action-packed grínmynd af bestu gerð - nóg af sprengingum og látum. Persónan sem Tom Cruise leikur er algjör snilld, þótt hann sé persónulega nett klikkaður þá kann hann að svo sannarlega að leika. Alveg skuggalega mikið af öðrum þekktum leikurum í þessari mynd hér og þar..."
95,7,"K&#250;l mynd. Ekta macho action-mynd me&#240; hra&#240;skrei&#240;um b&#237;lum&#44; gellum&#44; byssum og sprengingum. Form&#250;la sem virkar algj&#246;rlega..."
96,8,"V&#225;&#44; s&#250;r mynd... &#58;&#41; &#222;etta er alveg svakaleg stoner mynd - en alveg rugl fyndin. Snilldar karakterar. Fullt af atri&#240;um &#254;ar sem ma&#240;ur sprakk &#250;r hl&#225;tri. Gott st&#246;ff. S&#237;&#240;an var alveg hellingur af action l&#237;ka - byssur&#44; sprengingar&#44; b&#237;laeltingaleikur og l&#230;ti."
97,6,"Dísillinn maður, stendur alltaf fyrir sínu ;) Þetta var eiginlega nokkurn veginn það sem ég bjóst við - mindless action-froða, en fínasta afþreying. Mjög kúl mynd, fullt af sprengingum og action atriðum... Myndin á s.s. að gerast einhvern tíman í framtíðinni og það var áhugavert hvernig þeir sáu framtíðina fyrir sér - ekki mjög björt framtíð. Allt í rugli í Austur-Evrópu, stríðsástand og volæði, trúarsöfnuður með hlutabréf sem gekk bara út á að hagnast (skot á Scientology?) og síðan var stemmningin í New York svolítið svipuð og í Blade Runner - allir skýjakljúfarnir þaknir auglýsingum og neon ljósum. Síðan átti Google allar sjónvarpsstöðvar - alla vega Google lógóið á öllum video feeds. Eitt sem var mjög kúl - Vin Diesel tók út kort sem virtist vera venjulegt stórt road map en síðan zoom-aði hann bara inn og færði kortið til með puttunum. Nokkuð kúl - væri fínt að vera með þannig í nánustu framtíð.
<br /><br />
<strong>Viðbót:</strong> Hey, já... síðan þegar myndin var að byrja sá maður á skjánum í risastórum stöfum: Original Music by: Atli Örvarsson - Iceland represent! Hann var alveg að standa sig - tónlistin var mjög góð, hjálpaði að skapa töff stemmningu."
98,8,"Virkilega fyndin mynd. Coen br&#230;&#240;urnir eru n&#225;tt&#250;rulega snillingar &#237; a&#240; b&#250;a til mj&#246;g s&#233;rstakar og skemmtilegar pers&#243;nur - ska&#240;ar heldur ekki a&#240; hafa g&#243;&#240;a leikara til a&#240; leika &#254;essar pers&#243;nur. Skemmtileg saga - allar pers&#243;nurnar bl&#246;ndu&#240;ust saman &#237; eina ringulrei&#240;... F&#237;nasta af&#254;reying til a&#240; gleyma kreppunni &#237; sm&#225;stund &#59;&#41;"
99,6,"F&#237;n mynd. Klassa leikarar. Nokku&#240; spennandi &#225; k&#246;flum. En ekkert brill&#237;ant e&#240;a g&#237;furlega frumlegt. &#193;hugavert a&#240; sj&#225; Dexter l&#237;fsspekina &#250;tf&#230;r&#240;a a&#240;eins &#246;&#240;ruv&#237;si..."
100,8,"Mjög töff íslensk action mynd. Virkilega vel gerð. Gott handrit og góðir leikarar. Mjög spennandi á köflum. Ég vil fá fleiri svona íslenskar myndir..."
101,6,"&#201;g f&#237;la&#240;i Max Payne t&#246;lvuleikinni &#225; s&#237;num t&#237;ma - hann var k&#250;l og frumlegur. En &#233;g er ekki alveg viss me&#240; b&#237;&#243;myndina... m&#233;r fannst vanta eitthva&#240; - kannski var &#254;a&#240; s&#246;gu&#254;r&#225;&#240;urinn sem var a&#240; b&#246;gga mig&#44; ekki n&#243;gu heilst&#230;&#240;ur&#44; ekki n&#243;gu vanda&#240; handrit. En &#254;a&#240; voru alveg nokkur k&#250;l action atri&#240;i - byssubardagar&#44; klikka&#240;ar sprengingar&#44; &#254;etta klass&#237;ska - og s&#237;&#240;an signature bullet-time action. &#201;g bj&#243;st samt vi&#240; meiru - meiri action&#44; meiri keyrslu - en &#254;egar &#233;g hugsa &#250;t &#237; &#254;a&#240; var t&#246;lvuleikurinn mest megnis drungalegur&#44; spooky og slow - ekkert endalaust action. Myndin var n&#250; ekki alveg beint eftir leiknum&#44; en &#254;a&#240; er n&#225;tt&#250;rulega ekki alltaf h&#230;gt. &#222;a&#240; vir&#240;ist vera erfitt a&#240; gera g&#243;&#240;a b&#237;&#243;mynd sem er bygg&#240; &#225; t&#246;lvuleik."
102,7,"G&#243;&#240; action keyrsla... &#193;hugaver&#240;ar p&#230;lingar var&#240;andi hva&#240; t&#230;knin hefur opna&#240; n&#253;jar lei&#240;ir til a&#240; fylgjast me&#240; manni og hva&#240; r&#237;kisstj&#243;rnin getur leyft s&#233;r me&#240; alls konar hry&#240;juverkal&#246;gum. Fullt af k&#250;l action atri&#240;um. Ekta summer blockbuster ..a&#240; vetri til."
103,7,"Ekta James Bond - st&#243;rar sprengingar&#44; flottir b&#237;lar&#44; flottar gellur&#44; slagsm&#225;l&#44; b&#237;laeltingaleikar og eitursvalur Bond. G&#243;&#240; action keyrsla."
104,8,"Mjög kúl mynd. Virkilega vel gerð, leit mjög vel út - ekta Ridley Scott mynd. Action atriðin voru mjög flott. Vel leikstýrð... mér fannst satellite kvikmyndatakan nokkuð kúl. Nokkuð gott handrit - áhugaverð saga. Svona Mið-Austurlanda myndir eru líka áhugaverðar af því að maður hefur ekkert kynnst þeim heimshluta og það er alltaf gaman að skyggnast aðeins inn í hann. Hani - yfirmaður Jórdanísku leyniþjónustunnar var náttúrulega langflottasti karakterinn - alltaf í fáránlega flottum jakkafötum og mjög yfirvegaður. 
<br /><br />
Eitt sem var reyndar að bögga mig örlítið - þegar það var tekið fram að núna værum við á nýjum stað, í nýju landi þá kom alltaf texti fyrir neðan með staðsetningunni. En þetta var bara eins og annar undirtexti en ekki í einhverjum kúl font og með einhverju töff animation (eins og ég geri ráð fyrir að sé í útgáfunni sem er sýnd í Bandaríkjunum). Mér finnst eiginlega eins og það sé að fjarlægja smá hluta af myndinni þannig að hún er ekki sýnd eins og leikstjórinn vildi hafa hana. 
<br /><br />
Síðan eitt sem ég tók eftir - ný tegund af product placement - þegar það var verið að sýna eitthvað gerast í einhverri tölvu þá hljómuðu ýmis Microsoft hljóð - en það var ekkert annað sem gaf til kynna að verið væri að vinna í Windows. Ég held alla vega að þetta hafi verið product placement sem Microsoft hefur borgað fyrir - skil ekki af hverju það ætti annars að vera troða inn fullt af Microsoft hljóðum þarna (New Mail Notification, Default Beep, etc.). En kannski er það bara ég og nokkrir aðrir sem taka eftir þessu... en undirmeðvitundin hjá öðrum tekur kannski eftir þessu - er það ekki yfirleitt markmiðið með product placement?. But I digress... :) Flott og spennandi mynd."
105,7,"Ma&#240;ur er b&#250;inn a&#240; b&#237;&#240;a frekar lengi eftir &#254;essari sj&#243;nvarpsmynd. &#222;eir &#225;kva&#240;u a&#240; gera &#254;etta af &#254;v&#237; a&#240; skipulagi&#240; f&#243;r allt &#237; rugl &#250;t af verkfalli handritsh&#246;funda. Gerist &#225; 2 t&#237;mum - &#237; raunt&#237;ma. Ekta 24 f&#237;lingur - slatti af sprengingum og byssubard&#246;gum. En &#254;etta er engin crazy heavy-action mynd - &#254;etta er enn&#254;&#225; bara &#225; sj&#243;nvarpsmynda-budget og a&#240; vissu leyti takmarka&#240; &#254;ar sem allt gerist &#225; raunt&#237;ma. En nokku&#240; gott st&#246;ff - hj&#225;lpar manni a&#240; &#254;rauka a&#240;eins lengur &#254;anga&#240; til a&#240; 24 byrjar aftur &#237; jan&#250;ar. M&#233;r fannst fyndnast &#254;egar &#254;eir &#230;tlu&#240;u a&#240; pynta Jack Bauer til a&#240; f&#225; hann til a&#240; tala - Jack Bauer f&#230;r s&#233;r pyntingar &#237; morgunmat&#44; &#254;a&#240; myndi virka jafn vel a&#240; kalla hann lj&#243;tum n&#246;fnum."
106,7,"F&#237;nasta gr&#237;nmynd. Seth Rogen alltaf g&#243;&#240;ur. Hellingur af fyndnum atri&#240;um. Sprenghl&#230;gileg &#225; k&#246;flum... Nett v&#230;min &#237; lokinn en &#254;a&#240; er v&#237;st partur af Hollywood form&#250;lunni."
107,5,"Já, þú segir það... horfði svona eiginlega ""óvart"" á þessa mynd... ætlaði bara að rétta að tékka á henni, sjá hversu mikið rugl þetta væri en síðan horfði ég alltaf meira og meira af henni. Ég held að Anna Faris hálfnakin og aðrar gellur hafi eitthvað haft með það að segja að ég plataðist alltaf til að horfa á aðeins meira af myndinni... Sæmilega fyndin á köflum en síðan á móti skuggalega kjánalega á köflum. Þessi mynd er víst framleidd af Adam Sandler þannig að það bregður fyrir nokkrum Sandler regulars eins og Christopher ""I eat pieces of shit like you for breakfast"" McDonald. Hugh Hefner og kærusturnar hans fóru líka með leiksigur :)"
