sentiment,review
positive,"dísillinn maður, stendur alltaf fyrir sínu ; þetta var eiginlega nokkurn veginn það sem ég bjóst við  mindless actionfroða, en fínasta afþreying. mjög kúl mynd, fullt af sprengingum og action atriðum... myndin á s.s. að gerast einhvern tíman í framtíðinni og það var áhugavert hvernig þeir sáu framtíðina fyrir sér  ekki mjög björt framtíð. allt í rugli í austurevrópu, stríðsástand og volæði, trúarsöfnuður með hlutabréf sem gekk bara út á að hagnast skot á scientology? og síðan var stemmningin í new york svolítið svipuð og í blade runner  allir skýjakljúfarnir þaknir auglýsingum og neon ljósum. síðan átti google allar sjónvarpsstöðvar  alla vega google lógóið á öllum video feeds. eitt sem var mjög kúl  vin diesel tók út kort sem virtist vera venjulegt stórt road map en síðan zoomaði hann bara inn og færði kortið til með puttunum. nokkuð kúl  væri fínt að vera með þannig í nánustu framtíð.  viðbót: hey, já... síðan þegar myndin var að byrja sá maður á skjánum í risastórum stöfum: original music by: atli örvarsson  iceland represent! hann var alveg að standa sig  tónlistin var mjög góð, hjálpaði að skapa töff stemmningu."
positive,virkilega fyndin mynd. coen bræðurnir eru náttúrulega snillingar í að búa til mjög sérstakar og skemmtilegar persónur  skaðar heldur ekki að hafa góða leikara til að leika þessar persónur. skemmtileg saga  allar persónurnar blönduðust saman í eina ringulreið... fínasta afþreying til að gleyma kreppunni í smástund ;
positive,fín mynd. klassa leikarar. nokkuð spennandi á köflum. en ekkert brillíant eða gífurlega frumlegt. áhugavert að sjá dexter lífsspekina útfærða aðeins öðruvísi...
positive,mjög töff íslensk action mynd. virkilega vel gerð. gott handrit og góðir leikarar. mjög spennandi á köflum. ég vil fá fleiri svona íslenskar myndir...
positive,"ég fílaði max payne tölvuleikinni á sínum tíma  hann var kúl og frumlegur. en ég er ekki alveg viss með bíómyndina... mér fannst vanta eitthvað  kannski var það söguþráðurinn sem var að bögga mig, ekki nógu heilstæður, ekki nógu vandað handrit. en það voru alveg nokkur kúl action atriði  byssubardagar, klikkaðar sprengingar, þetta klassíska  og síðan signature bullettime action. ég bjóst samt við meiru  meiri action, meiri keyrslu  en þegar ég hugsa út í það var tölvuleikurinn mest megnis drungalegur, spooky og slow  ekkert endalaust action. myndin var nú ekki alveg beint eftir leiknum, en það er náttúrulega ekki alltaf hægt. það virðist vera erfitt að gera góða bíómynd sem er byggð á tölvuleik."
positive,góð action keyrsla... áhugaverðar pælingar varðandi hvað tæknin hefur opnað nýjar leiðir til að fylgjast með manni og hvað ríkisstjórnin getur leyft sér með alls konar hryðjuverkalögum. fullt af kúl action atriðum. ekta summer blockbuster ..að vetri til.
positive,"ekta james bond  stórar sprengingar, flottir bílar, flottar gellur, slagsmál, bílaeltingaleikar og eitursvalur bond. góð action keyrsla."
positive,"mjög kúl mynd. virkilega vel gerð, leit mjög vel út  ekta ridley scott mynd. action atriðin voru mjög flott. vel leikstýrð... mér fannst satellite kvikmyndatakan nokkuð kúl. nokkuð gott handrit  áhugaverð saga. svona miðausturlanda myndir eru líka áhugaverðar af því að maður hefur ekkert kynnst þeim heimshluta og það er alltaf gaman að skyggnast aðeins inn í hann. hani  yfirmaður jórdanísku leyniþjónustunnar var náttúrulega langflottasti karakterinn  alltaf í fáránlega flottum jakkafötum og mjög yfirvegaður.   eitt sem var reyndar að bögga mig örlítið  þegar það var tekið fram að núna værum við á nýjum stað, í nýju landi þá kom alltaf texti fyrir neðan með staðsetningunni. en þetta var bara eins og annar undirtexti en ekki í einhverjum kúl font og með einhverju töff animation eins og ég geri ráð fyrir að sé í útgáfunni sem er sýnd í bandaríkjunum. mér finnst eiginlega eins og það sé að fjarlægja smá hluta af myndinni þannig að hún er ekki sýnd eins og leikstjórinn vildi hafa hana.   síðan eitt sem ég tók eftir  ný tegund af product placement  þegar það var verið að sýna eitthvað gerast í einhverri tölvu þá hljómuðu ýmis microsoft hljóð  en það var ekkert annað sem gaf til kynna að verið væri að vinna í windows. ég held alla vega að þetta hafi verið product placement sem microsoft hefur borgað fyrir  skil ekki af hverju það ætti annars að vera troða inn fullt af microsoft hljóðum þarna new mail notification, default beep, etc.. en kannski er það bara ég og nokkrir aðrir sem taka eftir þessu... en undirmeðvitundin hjá öðrum tekur kannski eftir þessu  er það ekki yfirleitt markmiðið með product placement?. but i digress... : flott og spennandi mynd."
positive,"maður er búinn að bíða frekar lengi eftir þessari sjónvarpsmynd. þeir ákvaðu að gera þetta af því að skipulagið fór allt í rugl út af verkfalli handritshöfunda. gerist á  tímum  í rauntíma. ekta  fílingur  slatti af sprengingum og byssubardögum. en þetta er engin crazy heavyaction mynd  þetta er ennþá bara á sjónvarpsmyndabudget og að vissu leyti takmarkað þar sem allt gerist á rauntíma. en nokkuð gott stöff  hjálpar manni að þrauka aðeins lengur þangað til að  byrjar aftur í janúar. mér fannst fyndnast þegar þeir ætluðu að pynta jack bauer til að fá hann til að tala  jack bauer fær sér pyntingar í morgunmat, það myndi virka jafn vel að kalla hann ljótum nöfnum."
positive,fínasta grínmynd. seth rogen alltaf góður. hellingur af fyndnum atriðum. sprenghlægileg á köflum... nett væmin í lokinn en það er víst partur af hollywood formúlunni.
negative,"já, þú segir það... horfði svona eiginlega óvart á þessa mynd... ætlaði bara að rétta að tékka á henni, sjá hversu mikið rugl þetta væri en síðan horfði ég alltaf meira og meira af henni. ég held að anna faris hálfnakin og aðrar gellur hafi eitthvað haft með það að segja að ég plataðist alltaf til að horfa á aðeins meira af myndinni... sæmilega fyndin á köflum en síðan á móti skuggalega kjánalega á köflum. þessi mynd er víst framleidd af adam sandler þannig að það bregður fyrir nokkrum sandler regulars eins og christopher i eat pieces of shit like you for breakfast mcdonald. hugh hefner og kærusturnar hans fóru líka með leiksigur :"
negative,temmilega freðin mynd. en nokkuð fyndin  frekar steiktur húmor. framleidd af adam sandler happy madison þannig að það var alveg hellingur af sandler regulars.
negative,ágætlega spennandi mynd. ekkert brillíant við hana. en áhugaverðar pælingar varðandi hvað það er til mikill sori á netinu  og hvað það er greinilega nægur áhugi fyrir sora.
positive,hörku spennumynd. smá james bondjason bourne fílingur  liam neeson er one mans army að rústa vondu köllunum í parís. ágætlega þétt action keyrsla... nokkrir flottir bílaeltingaleikir að hætti luc besson. semi spoiler alert skuggalegt að skyggnast inn í þennan mannsalsheim  af því að allt í kvikmyndum er  byggt á raunveruleikanum er það ekki?
positive,"ágæt scifi mynd. ágætlega spennandi. hellingur af tæknibrellum. áhugaverðar pælingar varðandi hvað mannkynið er að rústa jörðinni... mér finnst ég hafa séð áður svona plot varðandi þið eruð að fara svo illa með jörðina að þið eigið ekki skilið að búa hérna  við ætlum að taka hana af ykkur  man bara ekki alveg í hvað mynd... fifth element? kannski smá... war of the worlds? hmm... jú, gæti verið. alltaf gaman að fara á myndir með jennifer connelly  hún er alveg ridiculously good looking..."
positive,"mjög sérstök mynd... quirky, en mjög fyndin. jack black í sínum venjulega wacky karakter sem hann gerir alltaf vel og mos def að sanna enn og aftur að hann sé ekki bara rappari sem langaði að prófa að vera leikari heldur nokkuð góður leikari. hefði reyndar mátt sleppa því að hafa danny glover smámæltanmálhaltan  var svona örlítið að bögga mig  sá ekki alveg tilganginn með því. feel good movie alveg í gegn  öll dýrin í skóginum vinir og allir að hjálpast að."
positive,"algjör snilld. fáránlega fyndin mynd  jim carrey í essinu sínu. maður var oft alveg í hláturskasti  það er alltaf hressandi, ekki nógu oft sem bíómyndir eru svona sprenghlægilegar. jim carrey svona silly og spontaneous er alveg að gera góða hluti..."
positive,"mjög kúl mynd. guy ritchie virðist vera kominn aftur... kannski ekki alveg jafn góð og lock, stock and two smoking barrels og snatch  en mjög svöl action mynd með sama gamla guy ritchie stílnum, ásamt nokkrum nýjum trickum. flottar klippingar og töff sjónarhorn. mjög skemmtilegar persónur og glettilega fyndin á köflum."
positive,ágætlega spennandi mynd. frekar formúlukennd  ekkert brillíant handrit. dettur í smá screameltingaleik í lokinn  enda wes craven að leikstýra... nettur thriller.
positive,ágæt mynd. var ekki að fíla söguna í tætlur... mjög flott myndataka  fullt af skemmtilegum loftmyndatökum...
positive,fínasta hryllingsmynd. spennan stigmagnast og síðan nokkuð klassískur eltingaleikur. nettur húmor í gangi inn á milli...
positive,"fucking creepy mynd. crazy, psycho hrollvekja með fullt af spennuthriller og bú! atriðum..."
positive,the onion er snilldar síða  oft með mjög fyndnar fake fréttir og video klippurnar þeirra eru líka algjör snilld. þessi mynd er svona blanda af hinum ýmsu sketsum og er nokkuð fyndin. en ekkert rosalega mikið af sprenghlægilegum atriðum. þessi mynd var líka til smá vandræða  var fyrst tekin upp  en endaði með að vera gefin út straighttodvd árið . meira á wikipedia
positive,nokkuð fyndin. breskur húmor. skemmtileg vitleysa.
positive,"sérstök mynd... frekar artý og eiginlega svolítið abstrakt. sérstakur stíll yfir henni  þar sem myndin er um blindu og blint fólk þá eru senur oft mjög hvítar, eiginlega overexposed.   mjög vel gerð mynd, lítur vel út, slatti af þekktum leikurum... ekta svona listræn mynd sem leikarar vilja taka þátt í af því að það er svo kúl að taka þátt í svona öðruvísi myndum.   ég er ekki alveg viss hvar hún átti að gerast  eiginlega eins og hún átti að gerast í framtíðinni... partar af henni voru eins og þetta væri tókíó, partar eins og new york og partar eins og brasilía... allir töluðu ensku einstaka talaði líka spænsku og umferðarskilti voru á ensku en samt voru bílnúmerin alls ekki bandarísk, frekar evrópsksuðuramerísk... ah, ok... skv. wikipedia: the producers were able to acquire rights with the condition that the film would be set in an unrecognizable city.  kúl.   nokkuð áhugaverðar pælingar varðandi hversu mikið lífið manns breytist þegar maður verður allt í einu blindur."
negative,"áhugaverðar pælingar í þessari mynd sem er byggð á stemmningunni í london eftir sprengingarnar ... enginn frábær leikur í gangi og síðan var tónlistinn ekki alveg nógu góð  ekki nógu passandi, aðeins of s og kæfði stundum samtöl. en ágætlega spennandi á köflum."
positive,mjög góð mynd. drama alveg í gegn. mjög góður leikur. flott mynd  góð leikstjórn og flott cinematography. áhugaverð saga  maður fær svona smátt og smátt að vita hvað er í rauninni í gangi og afhverju.
negative,týpísk zombiemynd. reyndar með súper zombies sem hlaupa hratt og geta stokkið hátt. frekar þunnt handrit. ágæt spenna inn á milli samt...
positive,klassísk bull og vitleysa... en mjög fyndin. litli svarti strákurinn var algjör snillingur  bad ass gaur. maður þarf greinilega að fara að larpa  hörku fjör ;
negative,"uh, yeah... alltaf eitthvað sjarmerandi við new york myndir."
positive,temmilega indiearty mynd... nokkuð fyndin. áhugaverð mynd með áhugaverðum titli.
positive,"pjúra geðveiki... fylgst með justice í  daga á meðan þeir eru að túra norðurameríku. gaspard og xavier alveg að taka rokkstjörnupakkann á þetta. frekar hraðar klippingar  stundum er eins og maður sé bara að horfa á mjög langt tónlistarmyndband. byssubrjálaði tour managerinn þeirra, bouchon er líka frekar sérstakur karakter."
positive,"mjög góð mynd. mjög flott  flott myndataka og vel leikstýrð. góð saga  fyndin og spennandi. vel leikin. já, nokkurn veginn mjög góð mynd í alla staði... stelpan, latika, eða s.s. freida pinto er alveg skuggalega falleg  maður hlýtur að sjá hana í fullt af kvikmyndum í framtíðinni."
negative,úff... bara slæm mynd. en þetta er ein af þessum myndum sem maður veit að er léleg en horfir á bara til að hlæja að hvað hún er léleg. temmilega illa leikin og handritið er eins og því hafi verið hent saman í auglýsingahléi á two and a half men  meikaði ekki sens á köflum...
positive,krakkar í ruglinu... frekar mögnuð mynd. algjör indielowbudget fílingur  myndatakan er svolítið eins og þetta sé heimildamynd og það er oft eins og leikurinnsamtölin sé bara spuni. það var líklega markmiðið hjá larry clark  að hafa þetta sem raunverulegast.
